,log2FC,symbol
9858,-0.17438386874999967,PPP1R26
605,-0.1745570780000003,BCL7A
79581,-0.17494738924999975,SLC52A2
4682,-0.17510073925000125,NUBP1
2120,-0.17510721225000037,ETV6
9260,-0.17517954274999958,PDLIM7
9416,-0.17526584575000026,DDX23
79736,-0.1752974937499996,TEFM
729515,-0.17534822825000074,TMEM242
3421,-0.17557912749999982,IDH3G
51258,-0.1758945624999999,MRPL51
57337,-0.17607767500000016,SENP7
375790,-0.1763731900000005,AGRN
57577,-0.1764875852499994,CCDC191
10342,-0.17666588999999888,TFG
81609,-0.1766922397499986,SNX27
57531,-0.176804970500001,HACE1
27297,-0.17682681700000025,CRCP
56259,-0.17721924100000042,CTNNBL1
162417,-0.1772889232499999,NAGS
51534,-0.1773771687500023,VTA1
11253,-0.17804282974999897,MAN1B1
79710,-0.1784149104999999,MORC4
284131,-0.17846581450000043,ENDOV
60493,-0.17849924375000104,FASTKD5
54874,-0.17873078800000108,FNBP1L
364,-0.17902994675000006,AQP7
92667,-0.17906402774999997,MGME1
23331,-0.17937803849999945,TTC28
28986,-0.17938712925000022,MAGEH1
140739,-0.17945263474999962,UBE2F
5894,-0.17952043325000133,RAF1
55677,-0.17966243475000088,IWS1
113510,-0.17974872299999944,HELQ
283416,-0.17981281274999983,LINC01465
57572,-0.1803306090000003,DOCK6
342184,-0.18034245874999977,FMN1
541578,-0.1806312052500001,EOLA2
55795,-0.18066660100000043,PCID2
29082,-0.18068581375000115,CHMP4A
23036,-0.18079331299999968,ZNF292
253039,-0.18112691624999933,CUTALP
5095,-0.18117116674999956,PCCA
9785,-0.1818142332499999,DHX38
92002,-0.18185929624999986,CCNQ
7341,-0.1820205925000007,SUMO1
2934,-0.18213666524999983,GSN
9670,-0.18214238599999977,IPO13
51098,-0.18221381675000092,IFT52
128387,-0.1822345934999996,TATDN3
83692,-0.1822506607499994,CD99L2
7328,-0.182354555249999,UBE2H
4690,-0.1823648389999999,NCK1
71,-0.18247998999999915,ACTG1
2318,-0.18265277525000023,FLNC
79989,-0.18273610774999982,IFT56
63934,-0.18285607500000012,ZNF667
10153,-0.18303056249999905,CEBPZ
64403,-0.18309855600000002,CDH24
7037,-0.18323242249999971,TFRC
56895,-0.1832552572500008,AGPAT4
24138,-0.1832893987499995,IFIT5
2009,-0.18338875250000086,EML1
1609,-0.18381482825000006,DGKQ
6924,-0.18395135049999922,ELOA
55486,-0.18395943750000043,PARL
115209,-0.1839971557499993,OMA1
84085,-0.18402800724999935,FBXO30
51699,-0.18416595250000256,VPS29
2131,-0.18436028250000014,EXT1
2000,-0.184398633999999,ELF4
6678,-0.18484371749999973,SPARC
2987,-0.18486584499999914,GUK1
1659,-0.18487318049999946,DHX8
60673,-0.18604097625000016,ATG101
55074,-0.1860653727500008,OXR1
79139,-0.18613474325000112,DERL1
8443,-0.18621431324999982,GNPAT
57513,-0.18628609549999986,CASKIN2
145567,-0.1868730549999995,TTC7B
80208,-0.1868828895000001,SPG11
174,-0.1868873674999998,AFP
391712,-0.18718862874999997,TRIM61
7732,-0.18722332499999972,RNF112
131601,-0.1873757982500006,TPRA1
89978,-0.18759434875000025,DPH6
4134,-0.18767548249999955,MAP4
10197,-0.18778972500000002,PSME3
30834,-0.1879233792499999,POLR1H
529,-0.18793241000000016,ATP6V1E1
2778,-0.18807679749999906,GNAS
51399,-0.18809477525000062,TRAPPC4
79876,-0.18809529425000093,UBA5
55153,-0.18814490499999792,SDAD1
199777,-0.18816179475000006,ZNF626
10987,-0.1883983700000016,COPS5
116987,-0.18851971249999977,AGAP1
9802,-0.1886458399999995,DAZAP2
3908,-0.18868296449999988,LAMA2
64745,-0.18875137750000093,METTL17
23432,-0.1890370559999992,GPR161
387338,-0.18922568500000025,NSUN4
728537,-0.18927382574999996,C2orf92
23093,-0.18927719499999984,TTLL5
1606,-0.18939283725000022,DGKA
490,-0.18939656499999913,ATP2B1
54822,-0.18953508824999954,TRPM7
79415,-0.18961678500000012,CYBC1
1280,-0.18964231799999975,COL2A1
203,-0.18967838350000044,AK1
5802,-0.1897678665,PTPRS
51307,-0.18982257124999968,FAM53C
10240,-0.1899383722500012,MRPS31
23184,-0.18997827499999964,MESD
57622,-0.19015125399999988,LRFN1
56947,-0.19035307474999996,MFF
29982,-0.1904666797499992,NRBF2
2200,-0.1906723525000018,FBN1
140883,-0.19080930099999982,ZNF280B
1209,-0.19087675100000023,CLPTM1
284443,-0.19111257449999997,ZNF493
757,-0.19127547499999942,TMEM50B
152100,-0.1916603470000009,CMC1
3352,-0.19191907350000026,HTR1D
92597,-0.19195071724999835,MOB1B
5073,-0.19206484924999945,PARN
6399,-0.19220281524999905,TRAPPC2
3918,-0.19233816075000032,LAMC2
8335,-0.19242707475000032,H2AC4
139324,-0.19243434749999988,HDX
83857,-0.19245880375000013,TMTC1
23192,-0.19286825000000096,ATG4B
29093,-0.19293647475000064,MRPL22
2064,-0.19298680874999974,ERBB2
11273,-0.1929924435000001,ATXN2L
9197,-0.19342507174999923,SLC33A1
123283,-0.19355073275000034,TARS3
51125,-0.19428321274999938,GOLGA7
282991,-0.19438010250000204,BLOC1S2
7169,-0.1945472257500005,TPM2
4194,-0.19457523049999992,MDM4
55754,-0.19472578000000063,CDC50A
79068,-0.19484625449999982,FTO
2965,-0.19490252325000057,GTF2H1
54849,-0.19495883999999997,DEF8
219402,-0.19501190174999827,MTIF3
175,-0.19506921474999928,AGA
6936,-0.19524260775000002,GCFC2
8867,-0.19540972550000024,SYNJ1
148418,-0.19563235224999964,SAMD13
10950,-0.1959312282500001,BTG3
2590,-0.19599651274999985,GALNT2
51647,-0.19604415125000152,CIAO2B
51510,-0.19623601999999885,CHMP5
122809,-0.19627879300000028,SOCS4
6498,-0.19629036700000047,SKIL
8518,-0.19669217300000064,ELP1
11321,-0.19692589124999849,GPN1
2116,-0.19692946649999987,ETV2
153129,-0.1971965172500001,SLC38A9
84300,-0.19725984924999906,UQCC2
23398,-0.1974939972499996,PPWD1
151903,-0.19753163800000095,CCDC12
162962,-0.1976139017499996,ZNF836
4487,-0.19775150949999976,MSX1
55127,-0.19787391674999988,HEATR1
400657,-0.19787555775000065,ZNF407-AS1
6050,-0.19803377349999973,RNH1
64855,-0.19811731700000035,NIBAN2
85403,-0.19817645724999977,EAF1
54542,-0.19844429024999943,RC3H2
10180,-0.19851151950000023,RBM6
85476,-0.19859859900000032,GFM1
10053,-0.19871284224999997,AP1M2
63971,-0.19903519275000026,KIF13A
83752,-0.19906425075000023,LONP2
23074,-0.19920088149999948,BLTP3B
23127,-0.199215884,COLGALT2
9114,-0.1992999962500015,ATP6V0D1
254531,-0.19939951749999896,LPCAT4
7620,-0.19942894475000017,ZNF69
642852,-0.19951681575000002,LINC00205
338817,-0.1995486995000002,LINC01252
84221,-0.19962921149999957,SPATC1L
56945,-0.19971861149999803,MRPS22
27125,-0.1999682690000002,AFF4
57862,-0.2001554179999978,ZNF410
2161,-0.20022307149999996,F12
266812,-0.2002939174999998,NAP1L5
80012,-0.2004848272499995,PHC3
9529,-0.20085279425000024,BAG5
728978,-0.2009033639999993,UNC5B-AS1
51422,-0.20107105049999863,PRKAG2
8417,-0.20112551050000071,STX7
4711,-0.20113395499999775,NDUFB5
29072,-0.2012737575000001,SETD2
91298,-0.20139101924999991,RLIG1
400043,-0.20142167724999993,LINC02381
2217,-0.20170551975000084,FCGRT
10943,-0.20210982824999935,MSL3
3885,-0.20214513649999954,KRT34
122509,-0.2021962825000001,IFI27L1
54978,-0.20231091324999895,SLC35F6
83475,-0.20242761924999986,DOHH
56474,-0.20247685474999955,CTPS2
5527,-0.2027125940000012,PPP2R5C
26060,-0.20271587124999968,APPL1
79089,-0.20281877699999917,TMUB2
2796,-0.2029336749999997,GNRH1
1487,-0.20293787824999932,CTBP1
8804,-0.20294585750000138,CREG1
159686,-0.20301333600000016,CFAP58
51574,-0.2030170550000019,LARP7
55520,-0.20303684774999953,ELAC1
6830,-0.2031086104999993,SUPT6H
55508,-0.20326354775000155,SLC35E3
572,-0.20335437225000064,BAD
27013,-0.2034156815000001,CNPPD1
673,-0.20360874024999998,BRAF
91754,-0.20381716124999993,NEK9
4331,-0.20386637350000036,MNAT1
64768,-0.20423375624999984,IPPK
126282,-0.20447151624999904,TNFAIP8L1
64135,-0.20448152149999954,IFIH1
55268,-0.20466486725,ECHDC2
219285,-0.20466918600000028,SAMD9L
23016,-0.204704401249999,EXOSC7
57602,-0.20500368799999968,USP36
55002,-0.20508238050000216,SLC9D1
5354,-0.2051414970000005,PLP1
100506473,-0.2051839839999996,C2orf49-DT
9972,-0.2051911215000004,NUP153
30011,-0.20535891599999978,SH3KBP1
7584,-0.2054928687500004,ZNF35
9203,-0.20579348975000045,ZMYM3
84498,-0.20597578975000008,FAM120B
9179,-0.20611185674999977,AP4M1
4591,-0.2065385437499998,TRIM37
9588,-0.2066268624999985,PRDX6
5788,-0.20667918824999942,PTPRC
3727,-0.20668889575000016,JUND
7453,-0.20675289024999977,WARS1
64689,-0.20677787250000002,GORASP1
5298,-0.20694600000000118,PI4KB
55298,-0.2070022847499997,RNF121
30833,-0.20716474924999995,NT5C
10490,-0.2072935789999999,VTI1B
114984,-0.20730077300000005,FLYWCH2
4139,-0.2073282889999999,MARK1
50809,-0.20763416550000002,HP1BP3
10617,-0.20780301000000012,STAMBP
54521,-0.20796337599999948,WDR44
84923,-0.20797938575000074,VCF1
9575,-0.20806937225000155,CLOCK
6845,-0.2080946157500012,VAMP7
27347,-0.20831490975000122,STK39
3338,-0.20850279650000036,DNAJC4
4685,-0.20855890949999978,NCAM2
4204,-0.2087837454999999,MECP2
550,-0.20901767500000012,AUP1
6198,-0.209020666999999,RPS6KB1
113691,-0.2090541784999993,TUBA3FP
9361,-0.2094361552500006,LONP1
144404,-0.20956442250000018,TMEM120B
402160,-0.20958365875000018,CFAP99
84312,-0.20964773449999985,BRMS1L
84253,-0.21005030525000024,GARNL3
57181,-0.21035717824999978,SLC39A10
54936,-0.2103804914999996,ADPRS
5878,-0.21042502950000053,RAB5C
27095,-0.21065152674999865,TRAPPC3
340277,-0.21067362874999995,FAM221A
29100,-0.21068225500000004,TMEM208
60312,-0.21100768874999876,AFAP1
91582,-0.2111779342499993,RPS19BP1
4697,-0.21153968250000155,COXFA4
388695,-0.21164149075000038,LYSMD1
126003,-0.21164932724999908,TRAPPC5
581,-0.2117472840000012,BAX
2664,-0.21203262825000024,GDI1
1198,-0.2120601627499994,CLK3
51122,-0.21208987825000136,COMMD2
7326,-0.2122724614999978,UBE2G1
25989,-0.2123326182499996,ULK3
4287,-0.2124753780000006,ATXN3
23588,-0.2127351342499999,KLHDC2
58497,-0.21304472924999995,PRUNE1
80205,-0.21318283400000126,CHD9
29065,-0.21326761475000033,ASAP1-IT1
339229,-0.21338920150000096,OXLD1
92737,-0.21345615625000036,DNER
23137,-0.21348772649999948,SMC5
9847,-0.21348845950000062,C2CD5
85236,-0.2135032992500001,H2BC12
8644,-0.21350464400000035,AKR1C3
55622,-0.21359191075000084,TTC27
51149,-0.2135958025,MRNIP
26959,-0.2137855262499997,HBP1
22919,-0.21389683999999853,MAPRE1
55644,-0.2140420147500004,OSGEP
55909,-0.21415129499999974,BIN3
5147,-0.21437054899999985,PDE6D
4817,-0.21470445424999873,NIT1
64320,-0.21499031699999982,RNF25
56850,-0.2150017170000007,GRIPAP1
9486,-0.2151858687499999,CHST10
1992,-0.21532351650000026,SERPINB1
89781,-0.2155519637499994,HPS4
23015,-0.2157164392500004,GOLGA8A
3141,-0.21573443200000053,HLCS
55661,-0.21575902374999956,DDX27
26151,-0.21580641374999932,NAT9
85377,-0.2158415977499999,MICALL1
1439,-0.2159000032499998,CSF2RB
84932,-0.21596894450000015,RAB2B
2319,-0.21620392325000015,FLOT2
51816,-0.21625454524999999,ADA2
92906,-0.21631210724999939,HNRNPLL
5519,-0.21648948674999957,PPP2R1B
81857,-0.21653111749999887,MED25
10910,-0.21673955650000032,SUGT1
10210,-0.21699557025000082,TOPORS
25829,-0.2170571550000009,TMEM184B
27145,-0.21712390724999997,FILIP1
149371,-0.2175964562499999,EXOC8
9517,-0.21766618025000017,SPTLC2
11116,-0.21790501949999985,CEP43
54968,-0.2181212315000014,TMEM70
2588,-0.21828058574999964,GALNS
54875,-0.21861703175000002,CNTLN
8409,-0.21866660750000122,UXT
9767,-0.2188592224999999,JADE3
146705,-0.21906128700000016,TEPSIN
663,-0.21910523700000084,BNIP2
85453,-0.2201216692500001,TSPYL5
286075,-0.22022788299999974,ZNF707
158219,-0.22034850800000072,TTC39B
3428,-0.22036160000000393,IFI16
57486,-0.22039029975000002,NLN
387763,-0.22048950724999994,C11orf96
2059,-0.22057133749999913,EPS8
221037,-0.22130474700000047,JMJD1C
55339,-0.22147961574999986,WDR33
8480,-0.22161044674999886,RAE1
285148,-0.22170042400000023,IAH1
64924,-0.22177404824999947,SLC30A5
4710,-0.22278219550000067,NDUFB4
5836,-0.22289415150000025,PYGL
10548,-0.22332132225000034,TM9SF1
51700,-0.2240473732499999,CYB5R2
51686,-0.22425166824999998,OAZ3
54788,-0.2242894192499989,DNAJB12
5499,-0.22436244174999942,PPP1CA
6015,-0.224510350500001,RING1
60558,-0.2247097177499997,GUF1
57038,-0.22485305799999722,RARS2
7743,-0.22525324424999837,ZNF189
7172,-0.2253348405000004,TPMT
84280,-0.2253580937499997,BTBD10
1429,-0.2254450875000007,CRYZ
56131,-0.22547912525000013,PCDHB4
163859,-0.2255432642499997,SDE2
55255,-0.22577150700000104,WDR41
131408,-0.225800102,FAM131A
162993,-0.22588386024999974,ZNF846
8996,-0.22630077099999912,NOL3
2355,-0.22633236374999965,FOSL2
51057,-0.22636876425000052,WDPCP
199746,-0.2263746722500004,U2AF1L4
3745,-0.22638157275000026,KCNB1
116254,-0.22644928024999977,GINM1
1114,-0.22647539949999995,CHGB
1743,-0.22695928475000038,DLST
3295,-0.2269774407500016,HSD17B4
1040,-0.22734357400000027,CDS1
50618,-0.22736249924999985,ITSN2
122953,-0.2275369669999998,JDP2
10978,-0.22761378000000043,CLP1
84277,-0.22761672349999973,DNAJC30
79701,-0.22776723850000113,OGFOD3
1111,-0.22778816825000003,CHEK1
3221,-0.22779981499999913,HOXC4
2782,-0.2281038105000004,GNB1
2995,-0.22813021074999895,GYPC
9419,-0.22846050775000037,CRIPT
55700,-0.2284923455000003,MAP7D1
26575,-0.22861846924999973,RGS17
23001,-0.2286731837499998,WDFY3
23759,-0.2286781040000001,PPIL2
8569,-0.22867873424999985,MKNK1
135293,-0.22884521225000043,PM20D2
740,-0.22905328550000092,MRPL49
3394,-0.2291112847500001,IRF8
81844,-0.2291262249999999,TRIM56
84545,-0.22912737675000017,MRPL43
79823,-0.22914720200000005,CAMKMT
29927,-0.22934027800000223,SEC61A1
379,-0.22959994125000005,ARL4D
6404,-0.22970844074999963,SELPLG
10067,-0.22973574325,SCAMP3
81614,-0.22995822449999714,NIPA2
3164,-0.2301998860000003,NR4A1
84939,-0.23032076200000073,PWWP3A
3475,-0.23042522424999934,IFRD1
11247,-0.2304642505000003,NXPH4
2801,-0.23076606099999974,GOLGA2
1969,-0.23078622775000035,EPHA2
85019,-0.23087474300000022,SLC35D4
9988,-0.2310395535000005,DMTF1
378,-0.23106340000000003,ARF4
54442,-0.2312071982500008,KCTD5
55608,-0.23143188775000034,ANKRD10
10260,-0.23151625775000007,DENND4A
6717,-0.23164826050000187,SRI
100505894,-0.23229753424999977,TMEM161B-DT
7462,-0.23308868425000018,LAT2
9907,-0.23311775300000015,AP5Z1
712,-0.2332590877499996,C1QA
6120,-0.2335280772499999,RPE
29919,-0.23352821499999976,RMC1
8812,-0.23359870650000047,CCNK
54980,-0.23365810824999933,C2orf42
57381,-0.2339416247499999,RHOJ
6646,-0.23402497400000044,SOAT1
662,-0.23404525400000065,BNIP1
10010,-0.2342251950000005,TANK
65992,-0.23429331474999948,DDRGK1
4035,-0.23430760900000003,LRP1
54816,-0.2347856682499989,ZNF280D
100505501,-0.23499838150000052,TOX-DT
55729,-0.23522700674999797,ATF7IP
23065,-0.23525638099999924,EMC1
2098,-0.23534897499999907,ESD
124401,-0.2353506534999994,ANKS3
9191,-0.23537333399999927,DEDD
23150,-0.2354243380000005,FRMD4B
25902,-0.23554417824999963,MTHFD1L
79982,-0.2357190065000001,DNAJB14
64418,-0.23576936425000028,TMEM168
54453,-0.2359486724999993,RIN2
4860,-0.23602967275000086,PNP
374618,-0.23613791674999973,TEX9
57210,-0.23627460775000042,SLC45A4
3911,-0.23639316474999994,LAMA5
5896,-0.23640716325,RAG1
51573,-0.23641225675000044,GDE1
55707,-0.23643440450000064,NECAP2
6988,-0.23659809874999915,TCTA
51256,-0.2366133627500009,TBC1D7
113,-0.2367107835000004,ADCY7
55669,-0.2371495237500003,MFN1
129450,-0.23732835299999966,TYW5
5297,-0.23754107174999994,PI4KA
1384,-0.23786814099999987,CRAT
81031,-0.23802457825000012,SLC2A10
79772,-0.23805124749999962,MCTP1
85313,-0.2381954917499982,PPIL4
79690,-0.23821072950000044,GAL3ST4
26115,-0.23821460025000007,TANC2
23552,-0.23836572749999974,CDK20
80008,-0.23839864275,TMEM156
55629,-0.23854503025000096,PNRC2
5976,-0.2387302155000004,UPF1
4179,-0.23874055799999994,CD46
310,-0.23877476999999914,ANXA7
3955,-0.23877889450000023,LFNG
8906,-0.23881243974999933,AP1G2
4946,-0.2390081024999997,OAZ1
22801,-0.23907214774999996,ITGA11
26127,-0.23925157900000027,FGFR1OP2
259232,-0.2393446952499998,NALCN
3134,-0.23938854749999905,HLA-F
10449,-0.23941295475000057,ACAA2
27242,-0.2394258530000002,TNFRSF21
51754,-0.23955899175000006,TMEM8B
4725,-0.23957224750000172,NDUFS5
115701,-0.23963773050000015,ALPK2
90313,-0.23970206749999967,TP53I13
9223,-0.2397053885,MAGI1
112487,-0.2397362322500003,DTD2
55659,-0.23975013349999985,ZNF416
79818,-0.23980329399999967,ZNF552
29081,-0.23980527500000015,METTL5
57175,-0.23996716024999998,CORO1B
29988,-0.24001413924999948,SLC2A8
51239,-0.24002182199999922,ANKRD39
202018,-0.24005508400000064,TAPT1
54737,-0.240239915250001,MPHOSPH8
5188,-0.2403295725000003,GATB
25828,-0.24037481475000178,TXN2
2203,-0.2403839204999998,FBP1
25871,-0.24047265699999976,RMP64
55070,-0.24112983500000063,DET1
146540,-0.24115130624999992,ZNF785
84286,-0.24118961875,TMEM175
2975,-0.24126059475000083,GTF3C1
1329,-0.24135429999999936,COX5B
163050,-0.24143331550000102,ZNF564
402,-0.24167556175000016,ARL2
23413,-0.2418923992500006,NCS1
6935,-0.24246958275000008,ZEB1
100131067,-0.24255006775000076,CKMT2-AS1
1656,-0.2426704152500001,DDX6
339977,-0.24276476825000026,LRRC66
3018,-0.24287193199999946,H2BC3
23063,-0.24291138525000022,WAPL
8625,-0.2434292170000001,RFXANK
11140,-0.24364292325000036,CDC37
5583,-0.24404260649999987,PRKCH
55192,-0.24404693599999927,DNAJC17
23484,-0.24464193500000064,LEPROTL1
79577,-0.24466383349999976,CDC73
6788,-0.24492275099999983,STK3
7464,-0.2449599147499999,CORO2A
2124,-0.24508776799999987,EVI2B
57720,-0.24523031724999989,GPR107
27102,-0.24549643299999957,EIF2AK1
645158,-0.24565678449999995,CBX3P2
100505783,-0.24573165525000018,OSER1-DT
51115,-0.2459707784999985,RMDN1
6351,-0.24600628299999983,CCL4
342908,-0.24617788549999986,ZNF404
9520,-0.24633010375000097,NPEPPS
162427,-0.2463686852500011,RETREG3
124152,-0.24668003000000027,IQCK
79585,-0.24688212524999997,CORO7
5924,-0.247052987,RASGRF2
3556,-0.24706587874999997,IL1RAP
1175,-0.24721080899999848,AP2S1
7769,-0.24721598650000054,ZNF226
29780,-0.24754376300000036,PARVB
83860,-0.24772891925000007,TAF3
23219,-0.24807868675000044,FBXO28
63943,-0.24833464049999954,FKBPL
254778,-0.24833742200000009,VXN
818,-0.24835687550000074,CAMK2G
9820,-0.24836919275000024,CUL7
7711,-0.2483794889999995,ZNF155
84455,-0.24869908749999947,EFCAB7
2720,-0.24897362025000014,GLB1
84264,-0.24912564899999978,HAGHL
152926,-0.2493645309999999,PPM1K
4363,-0.24941825474999924,ABCC1
51495,-0.24964955249999932,HACD3
638,-0.2498355874999998,BIK
100505715,-0.25008580275000014,CATED
51230,-0.2501139657499998,PHF20
84441,-0.2504041954999998,MAML2
6596,-0.25049363375000055,HLTF
10165,-0.2504958469999998,SLC25A13
57045,-0.25052129874999984,TWSG1
10778,-0.25085984325000066,ZNF271P
84284,-0.25087901025000114,NTPCR
56478,-0.25088444649999975,EIF4ENIF1
2805,-0.25127889249999846,GOT1
3800,-0.2515724954999996,KIF5C
6102,-0.2519112010000004,RP2
60343,-0.2519988920000005,FAM3A
170506,-0.2521775694999988,DHX36
283518,-0.25221429074999957,KCNRG
55041,-0.2525405900000006,PLEKHB2
10567,-0.2526790049999992,RABAC1
441212,-0.2529495044999992,RP9P
259282,-0.2531392444999989,BOD1L1
84282,-0.25314204325000045,RNF135
649446,-0.2531612429999992,DLGAP1-AS1
4548,-0.25349672599999984,MTR
8195,-0.2536159537499998,MKKS
23081,-0.25369205549999974,KDM4C
1794,-0.2537185124999999,DOCK2
80224,-0.2537234577499996,NUBPL
8846,-0.2538066110000008,ALKBH1
100128731,-0.2538318675000024,OST4
221154,-0.2538553699999966,MICU2
115416,-0.25405889999999687,MALSU1
11183,-0.2544504155000009,MAP4K5
25853,-0.2546060492500004,DCAF12
3685,-0.25476095500000007,ITGAV
613,-0.25497421400000064,BCR
89857,-0.25502083750000004,KLHL6
57645,-0.25517395475000004,POGK
54543,-0.2552988599999999,TOMM7
1153,-0.25542338850000057,CIRBP
54472,-0.2554765332500004,TOLLIP
7768,-0.25548446000000036,ZNF225
10400,-0.2559440952499994,PEMT
808,-0.25603361375000055,CALM3
80162,-0.25623172425000007,PGGHG
54861,-0.25664795525000095,SNRK
84945,-0.2569495527499992,ABHD13
11345,-0.25698375250000005,GABARAPL2
7358,-0.25751372550000085,UGDH
9921,-0.25761134575,RNF10
9375,-0.2577052825000017,TM9SF2
57679,-0.2580212182500006,ALS2
23568,-0.2583343290000002,ARL2BP
51112,-0.2585542289999996,TRAPPC12
125476,-0.2586632622499998,INO80C
309,-0.2586845714999999,ANXA6
10363,-0.2586939497500005,HMG20A
26297,-0.25873346450000057,SERGEF
8445,-0.2587858232499993,DYRK2
84223,-0.25879828175000075,DRC9
7187,-0.2588274837499993,TRAF3
8742,-0.25885629549999933,TNFSF12
9289,-0.2589324502499992,ADGRG1
26160,-0.25927786225000027,IFT172
9946,-0.2594039919999993,CRYZL1
25999,-0.25952611350000065,CLIP3
5546,-0.25955478425000056,PRCC
4884,-0.2596103332500004,NPTX1
1292,-0.26004789599999967,COL6A2
25830,-0.2601227224999998,SULT4A1
54620,-0.26021754874999914,FBXL19
2960,-0.26078966049999863,GTF2E1
54093,-0.2611577437499992,SETD4
2549,-0.26127350400000005,GAB1
266655,-0.26129121025000046,BRD3OS
55863,-0.26149945249999895,TMEM126B
167227,-0.2615063459999991,DCP2
11104,-0.2617301317499994,KATNA1
130162,-0.2619762567499997,CLHC1
23466,-0.2621354032499994,CBX6
79665,-0.2621698049999992,DHX40
4141,-0.262352324250001,MARS1
291,-0.26239977525000047,SLC25A4
55751,-0.26248466250000035,TMEM184C
26272,-0.2625393760000003,FBXO4
5922,-0.2626351857499998,RASA2
6867,-0.26278316225000253,TACC1
8535,-0.2628659425000004,CBX4
4735,-0.26303275225,SEPTIN2
56913,-0.2635513749999996,C1GALT1
7566,-0.26363481075000017,ZNF18
5525,-0.2638928172499999,PPP2R5A
4683,-0.26392211050000114,NBN
283,-0.26398056949999926,ANG
22944,-0.26427414574999997,KIN
10782,-0.2643147465000002,ZNF274
283130,-0.2643324312499997,SLC25A45
56907,-0.2649536484999997,SPIRE1
150465,-0.26511947750000076,TTL
8394,-0.26518914775000013,PIP5K1A
84124,-0.26527415949999966,ZNF394
169200,-0.26533003875000016,TMEM64
2067,-0.2655695682499992,ERCC1
10780,-0.2656108715000003,ZNF234
10634,-0.26561175800000036,GAS2L1
1861,-0.26610062800000023,TOR1A
5293,-0.2662860517500003,PIK3CD
379025,-0.26642840950000046,PSMA3-AS1
7627,-0.26644852325000024,ZNF75A
79871,-0.2664862029999995,RPAP2
55069,-0.2668747897500001,TMEM248
115426,-0.26699078875000026,UHRF2
91137,-0.26735790100000045,SLC25A46
55504,-0.2674656494999996,TNFRSF19
128989,-0.2675421217500009,TANGO2
51621,-0.26771192874999983,KLF13
200576,-0.2681610767500002,PIKFYVE
83985,-0.26828119874999956,SPNS1
22,-0.2683232129999986,ABCB7
441168,-0.26863446850000017,CALHM6
55109,-0.2688346357500002,AGGF1
28511,-0.2688601249999998,NKIRAS2
11319,-0.2691947005000017,ECD
56271,-0.26939095324999984,BEX4
84065,-0.2694346777500005,TMEM222
51447,-0.2695105762500001,IP6K2
55048,-0.2697065270000003,VPS37C
401321,-0.26976450674999963,LINC00997
1808,-0.2698887274999979,DPYSL2
51164,-0.26991532699999965,DCTN4
55905,-0.2700185292500006,RNF114
25994,-0.27007356725000076,HIGD1A
124540,-0.2701882864999998,MSI2
200879,-0.2701898512500005,LIPH
9527,-0.2703037580000007,GOSR1
81490,-0.2703245657500002,PTDSS2
22905,-0.27035939675,EPN2
84246,-0.2704862809999984,MED10
5879,-0.27057305750000005,RAC1
93550,-0.27062326750000043,ZFAND4
79027,-0.2706882655,ZNF655
7026,-0.27069495825,NR2F2
10346,-0.2707779375000001,TRIM22
286257,-0.27078204800000005,PAXX
221302,-0.2708896195000001,ZUP1
84709,-0.2709621627499992,MGARP
56954,-0.2709927289999996,NIT2
3550,-0.2710120850000006,IK
51550,-0.27108680375000027,CINP
65260,-0.2711356392500006,COA7
54764,-0.2711458902500006,ZRANB1
9167,-0.2715836950000021,COX7A2L
125228,-0.27178489225000035,MIMS1
5571,-0.27182715150000103,PRKAG1
85358,-0.2718898660000004,SHANK3
6520,-0.27192288075000093,SLC3A2
55611,-0.27194064049999955,OTUB1
51804,-0.2720419962499996,SIX4
51,-0.272279095,ACOX1
55331,-0.27235940149999927,ACER3
25973,-0.2723892212499992,PARS2
55229,-0.2723945397499996,PANK4
114049,-0.2724724039999984,BUD23
112942,-0.27250293300000017,CFAP36
51339,-0.27266215375000025,DACT1
29078,-0.27267954549999995,NDUFAF4
7267,-0.2727642190000008,TTC3
26231,-0.2733147787500001,FBXL9P
9445,-0.27366160749999935,ITM2B
60626,-0.274384125500001,RIC8A
9886,-0.27440427675000123,RHOBTB1
80185,-0.2749055,TTI2
3137,-0.2751900770000004,HLA-J
114790,-0.27541619550000007,STK11IP
64770,-0.2758324802499992,CCDC14
54880,-0.27587932675000015,BCOR
131870,-0.27596483125000004,NUDT16
27065,-0.2760700442499999,NSG1
5696,-0.27623210124999975,PSMB8
7316,-0.2762387799999999,UBC
22918,-0.27625568050000027,CD93
65110,-0.2764832192499993,UPF3A
55696,-0.2768336100000006,RBM22
55851,-0.27690893549999984,PSENEN
114926,-0.27693220799999985,SMIM19
51160,-0.27694773400000017,VPS28
79038,-0.2770054265000006,ZFYVE21
10724,-0.27723058700000003,OGA
7559,-0.27741093825000007,ZNF12
5441,-0.27750410874999965,POLR2L
90639,-0.2777126862500001,COX19
26235,-0.2777551992499996,FBXL4
93663,-0.2777680680000003,ARHGAP18
64940,-0.2778648977499998,STAG3L4
8915,-0.2782349172499998,BCL10
11313,-0.27831313525000034,LYPLA2
10739,-0.2787749195,RFPL2
57717,-0.2788091437500002,PCDHB16
4637,-0.2788359274999994,MYL6
51130,-0.27920309875000093,ASB3
7260,-0.27928483075,EIPR1
